published_date,month_day,date_source,last_changed_date,title,author,path
2026-05-08,5月8日,filename,2026-05-09,K线形态背了100种，为什么还是看不懂图？,宽论,articles/published/wechat_zhibiao_kline-100-patterns-still-lost_20260508.md
2026-04-30,4月30日,filename,2026-04-30,顺势操作的认知陷阱：什么叫真正的顺势,宽论,articles/published/wechat_liuzijue_trend-following-traps_20260430.md
2026-04-30,4月30日,filename,2026-04-30,量化交易入门：什么是程序化交易,宽论,articles/published/wechat_quant_intro-programmatic_20260430.md
2026-04-30,4月30日,filename,2026-04-30,量价关系基础：成交量说明了什么问题,宽论,articles/published/wechat_zhibiao_volume-price-basics_20260430.md
2026-04-30,4月30日,git:first_commit,2026-04-30,连续止损3次后怎么办：保持执行力的心理训练,宽论,articles/published/连续止损3次后怎么办.md
2026-04-30,4月30日,filename,2026-04-30,资金管理进阶：凯利公式的实战改造,宽论,articles/published/wechat_risk_kelly-formula_20260430.md
2026-04-30,4月30日,filename,2026-04-30,资产配置基础：为什么不能只做一个品种,宽论,articles/published/wechat_risk_asset-allocation_20260430.md
2026-04-30,4月30日,git:first_commit,2026-04-30,聪明人炒股为什么更容易亏钱,宽论,articles/published/聪明人炒股为什么更容易亏钱.md
2026-04-30,4月30日,git:first_commit,2026-04-30,短鱼出现时该怎么做：应对假突破的操作手册,宽论,articles/published/短鱼出现时该怎么做：应对假突破的操作手册.md
2026-04-30,4月30日,filename,2026-04-30,海龟交易法则：经典系统的现代解读,宽论,articles/published/wechat_quant_turtle-rules_20260430.md
2026-04-30,4月30日,filename,2026-04-30,止损设置的三种方法：固定点位、技术位和ATR,宽论,articles/published/wechat_liuzijue_stop-loss-methods_20260430.md
2026-04-30,4月30日,filename,2026-04-30,期望值思维：单笔结果不重要，100笔的数学期望才重要,宽论,articles/published/wechat_mindset_expected-value_20260430.md
2026-04-30,4月30日,git:first_commit,2026-04-30,弹论为什么在A股有效：与欧美市场的结构差异,宽论,articles/published/弹论为什么在A股有效：与欧美市场的结构差异.md
2026-04-30,4月30日,git:first_commit,2026-04-30,弹论三区域完全指南：上中下如何判断趋势,宽论,articles/published/弹论三区域完全指南.md
2026-04-30,4月30日,git:first_commit,2026-04-30,弹中震荡为什么不能操作：概率数据告诉你答案,宽论,articles/published/弹中震荡为什么不能操作.md
2026-04-30,4月30日,git:first_commit,2026-04-30,弹下看空不是做空：弹论的防守思维与保命逻辑,宽论,articles/published/弹下看空不是做空.md
2026-04-30,4月30日,git:first_commit,2026-04-30,弹上做多的完整操作框架：进场、减仓与止损,宽论,articles/published/弹上做多的完整操作框架.md
2026-04-30,4月30日,git:first_commit,2026-04-30,带鱼原理深度解析：为什么带鱼体现的是主力意图,宽论,articles/published/带鱼原理深度解析：为什么带鱼体现的是主力意图.md
2026-04-30,4月30日,filename,2026-04-30,宽论完整学习路径：从入门到实战的9天72小时,宽论,articles/published/wechat_kuanlun_learning-path_20260430.md
2026-04-30,4月30日,filename,2026-04-30,宽论品牌故事：桥博士和《概率的朋友》的诞生,宽论,articles/published/wechat_brand_kuanlun-story_20260430.md
2026-04-30,4月30日,git:first_commit,2026-04-30,如何用带鱼法则过滤假突破：3个量价条件,宽论,articles/published/如何用带鱼法则过滤假突破：3个量价条件.md
2026-04-30,4月30日,filename,2026-04-30,多周期共振：大中小周期如何协同决策,宽论,articles/published/wechat_zhibiao_multi-cycle-resonance_20260430.md
2026-04-30,4月30日,filename,2026-04-30,夏普比率与卡玛比率：如何评估一个策略的好坏,宽论,articles/published/wechat_quant_sharpe-calmar_20260430.md
2026-04-30,4月30日,filename,2026-04-30,均线系统实战：五线排列的判断标准,宽论,articles/published/wechat_zhibiao_moving-average-system_20260430.md
2026-04-30,4月30日,filename,2026-04-30,回测的正确方式：避免过拟合的三个原则,宽论,articles/published/wechat_quant_backtesting-overfitting_20260430.md
2026-04-30,4月30日,filename,2026-04-30,参数优化陷阱：为什么最优参数不等于最好策略,宽论,articles/published/wechat_quant_param-optimization-trap_20260430.md
2026-04-30,4月30日,git:first_commit,2026-04-30,六字诀完整解析：轻仓止损顺势的底层逻辑,宽论,articles/published/六字诀完整解析：轻仓止损顺势的底层逻辑.md
2026-04-30,4月30日,filename,2026-04-30,全天候策略：桥水基金的配置逻辑,宽论,articles/published/wechat_risk_all-weather_20260430.md
2026-04-30,4月30日,filename,2026-04-30,仓位管理：为什么说轻仓是最好的风险控制,宽论,articles/published/wechat_liuzijue_position-management_20260430.md
2026-04-30,4月30日,git:first_commit,2026-04-30,从感觉到规则：系统化交易的关键跨越,宽论,articles/published/从感觉到规则：系统化交易的关键跨越.md
2026-04-30,4月30日,filename,2026-04-30,从单一指标到系统：搭建自己的交易框架,宽论,articles/published/wechat_zhibiao_from-indicator-to-system_20260430.md
2026-04-30,4月30日,filename,2026-04-30,从亏损中学习：如何把每次止损变成数据,宽论,articles/published/wechat_learn_loss-to-data_20260430.md
2026-04-30,4月30日,git:first_commit,2026-04-30,从CDVA到下单：一个完整买卖决策的流程图,宽论,articles/published/从CDVA到下单：一个完整买卖决策的流程图.md
2026-04-30,4月30日,filename,2026-04-30,交易日志：职业选手和业余选手的分水岭,宽论,articles/published/wechat_learn_trading-journal_20260430.md
2026-04-30,4月30日,filename,2026-04-30,交易心理进阶：如何在连续止损后保持执行力,宽论,articles/published/wechat_mindset_consecutive-loss_20260430.md
2026-04-30,4月30日,git:first_commit,2026-04-30,一致性大于爆发力：100次交易的数学期望,宽论,articles/published/一致性大于爆发力：100次交易的数学期望.md
2026-04-30,4月30日,git:first_commit,2026-04-30,V型反转vsA型见顶：散户最常搞混的两种形态,宽论,articles/published/V型反转vsA型见顶：散户最常搞混的两种形态.md
2026-04-30,4月30日,filename,2026-04-30,QR值（量化相对强弱）：如何筛选强势品种,宽论,articles/published/wechat_quant_qr-strength_20260430.md
2026-04-30,4月30日,filename,2026-04-30,CTA策略基础：趋势跟踪的核心逻辑,宽论,articles/published/wechat_quant_cta-trend_20260430.md
2026-04-30,4月30日,git:first_commit,2026-04-30,CDVA结合弹论：双重确认体系的实战应用,宽论,articles/published/CDVA结合弹论：双重确认体系的实战应用.md
2026-04-30,4月30日,git:first_commit,2026-04-30,CDVA线穿线识别要点：C型与D型的细节区分,宽论,articles/published/CDVA线穿线识别要点：C型与D型的细节区分.md
2026-04-27,4月27日,git:first_commit,2026-04-27,海龟交易法则赚了上亿美元，但有一个致命缺陷我帮它补上了,宽论,articles/published/海龟交易法则宽论升级.md
2026-04-27,4月27日,git:first_commit,2026-04-27,海龟交易法则作者破产流浪，交易系统再好为什么还会爆仓？,宽论,articles/published/海龟破产资产配置.md
2026-04-27,4月27日,git:first_commit,2026-04-27,学了这么多K线形态还是不会用？试试量化分型,宽论,articles/published/CDVA量化分型.md
2026-04-27,4月27日,git:first_commit,2026-04-27,学了3年波浪理论还在数浪？一招带鱼法则终结你的困惑,宽论,articles/published/波浪理论带鱼法则.md
2026-04-27,4月27日,git:first_commit,2026-05-09,均线用了这么多年还在亏？因为你只学了皮毛,宽论,articles/published/均线弹论五线系统.md
2026-04-27,4月27日,git:first_commit,2026-04-27,做了30年交易，我发现亏钱的人都有同一个习惯,宽论,articles/published/亏钱习惯六字诀.md
2026-04-27,4月27日,git:first_commit,2026-04-27,你的回测收益率99%是假的：量化交易的3个致命陷阱,宽论,articles/published/量化回测三个陷阱.md
2026-04-27,4月27日,git:first_commit,2026-04-27,A股4000多只股票，我只用一个指标做筛选,宽论,articles/published/QR值选股系统.md
2026-04-27,4月27日,git:first_commit,2026-04-27,99%的人都在错误使用MACD，上涨之眼才是真正的买点,宽论,articles/published/MACD上涨之眼.md
2026-04-24,4月24日,git:first_commit,2026-04-24,90%散户亏钱的真相：你一直在和概率作对,宽论,articles/published/quant-probability-friend.md
2026-04-24,4月24日,git:first_commit,2026-04-24,7种K线形态的量化真相：哪些能赚钱，哪些只是幻觉？,宽论,articles/published/kline-patterns-quant-truth.md
2026-04-23,4月23日,git:first_commit,2026-04-23,缠论学了3年还是亏钱？问题出在这里,,articles/published/chanlun-3years-loss.md
2026-04-23,4月23日,git:first_commit,2026-04-23,缠论学了3年还是亏钱怎么办,,articles/published/缠论学了3年还是亏钱怎么办.md
2026-04-23,4月23日,git:first_commit,2026-04-23,缠论为什么学不会？3年入门却还在亏钱的真相,,articles/published/chanlun-xuebuhui.md
2026-04-23,4月23日,git:first_commit,2026-04-23,爆款文章学习方法论-调研报告,,articles/published/爆款文章学习方法论-调研报告.md
2026-04-23,4月23日,git:first_commit,2026-04-23,数据库字段扩展设计,,articles/published/数据库字段扩展设计.md
2026-04-23,4月23日,git:first_commit,2026-04-23,散户如何选择量化交易策略,,articles/published/sanhu-quant-strategy.md
2026-04-23,4月23日,git:first_commit,2026-04-23,宽论是什么？散户入门量化的终极作战地图,,articles/published/test-wechat-article-v2.md
2026-04-23,4月23日,git:first_commit,2026-04-23,宽论是什么？散户入门量化的终极作战地图,,articles/published/test-wechat-article.md
2026-04-23,4月23日,git:first_commit,2026-04-23,宽论和缠论哪个更适合散户,,articles/published/kuanlun-vs-chanlun-enhanced.md
2026-04-23,4月23日,git:first_commit,2026-04-23,宽论和缠论哪个更适合散户,,articles/published/kuanlun-vs-chanlun-markdown.md
2026-04-23,4月23日,git:first_commit,2026-04-23,宽论与缠论：散户该选哪个？,,articles/published/kuanlun-vs-chanlun-new.md
2026-04-23,4月23日,git:first_commit,2026-05-07,宽论与波浪理论：散户该选哪个？,,articles/published/kuanlun-vs-bolang-test.md
2026-04-23,4月23日,git:first_commit,2026-04-23,字段填充指南,,articles/published/字段填充指南.md
2026-04-23,4月23日,git:first_commit,2026-04-23,别再死磕缠论了！宽论才是散户的终极武器,,articles/published/kuanlun-vs-chanlun-imitate1.md
2026-04-23,4月23日,git:first_commit,2026-04-23,交易，是一门不求人的手艺,,articles/published/jiaoyi-shouyiren-kuanlun.md
2026-04-23,4月23日,git:first_commit,2026-04-23,MACD背离：高手藏着不说的技巧，其实比金叉死叉准多了,,articles/published/macd-divergence.md
2026-04-23,4月23日,git:first_commit,2026-04-23,MACD指标的5个核心数据,,articles/published/macd-5-elements-data.md
2026-04-23,4月23日,git:first_commit,2026-04-23,MACD指标为什么总是不准？,,articles/published/macd-kuanlun-method.md
2026-04-23,4月23日,git:first_commit,2026-04-23,MACD交易系统很简单，大道至简，到底有多简单？,,articles/published/macd-simple-system-v2.md
2026-04-23,4月23日,git:first_commit,2026-04-23,MACD交易系统很简单，大道至简，到底有多简单？,,articles/published/macd-simple-system-v3.md
2026-04-23,4月23日,git:first_commit,2026-04-23,MACD交易系统很简单，大道至简，到底有多简单？,,articles/published/macd-simple-system.md
2026-04-23,4月23日,git:first_commit,2026-04-23,K线看3年还亏钱？3个致命误区,宽论,articles/published/kline_three_misconceptions.md
2026-04-21,4月21日,frontmatter:date,2026-05-09,缠论学了3年还是亏钱怎么办,,articles/published/chanlun-3years.md
